,longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity,rooms_per_bedroom,population_per_household,bedroom_per_household,room_per_household
12599,-121.49,38.53,42.0,3.3906,124200.0,0,5,2,1,5
12600,-121.48,38.54,41.0,2.1975,73500.0,0,4,2,1,5
12601,-121.48,38.53,37.0,1.9837,62300.0,0,4,2,1,4
12602,-121.47,38.54,36.0,1.4138,52500.0,0,4,3,1,4
12603,-121.47,38.53,43.0,1.4625,54400.0,0,4,3,1,5
12604,-121.47,38.53,44.0,1.3646,65400.0,0,3,4,1,4
12605,-121.49,38.51,18.0,2.9219,152900.0,0,4,2,1,5
12606,-121.49,38.5,32.0,3.319,84500.0,0,5,2,0,5
12607,-121.49,38.5,30.0,3.0313,87900.0,0,6,3,1,6
12608,-121.5,38.5,29.0,3.7414,98500.0,0,6,2,1,6
12609,-121.49,38.51,30.0,3.1768,79500.0,0,5,3,1,5
12610,-121.51,38.54,34.0,3.9792,164800.0,0,5,2,1,5
12611,-121.52,38.53,31.0,4.2885,160300.0,0,5,2,1,5
12612,-121.52,38.53,30.0,3.5737,171200.0,0,5,2,1,5
12613,-121.52,38.51,23.0,3.0963,156900.0,0,4,2,1,4
12614,-121.51,38.49,21.0,4.1,158300.0,0,5,2,1,5
12615,-121.51,38.5,25.0,5.0371,180200.0,0,6,2,1,6
12616,-121.55,38.51,14.0,6.5253,216800.0,0,6,2,1,6
12617,-121.55,38.5,9.0,5.7621,204600.0,0,6,2,0,6
12618,-121.54,38.5,15.0,4.2075,183600.0,0,5,2,1,6
12619,-121.54,38.51,17.0,4.2216,217900.0,0,5,2,1,5
12620,-121.53,38.5,17.0,6.4667,216800.0,0,6,2,0,6
12621,-121.53,38.51,20.0,3.1607,178900.0,0,4,2,1,5
12622,-121.52,38.5,19.0,4.8497,184400.0,0,6,2,0,5
12623,-121.53,38.48,5.0,4.8811,212200.0,0,5,2,1,5
12624,-121.52,38.49,5.0,3.6196,152800.0,0,4,2,1,4
12625,-121.54,38.49,6.0,5.1442,174500.0,0,5,2,1,6
12626,-121.48,38.52,34.0,3.1583,95800.0,0,5,2,0,4
12627,-121.48,38.51,24.0,2.5926,72300.0,0,4,3,0,4
12628,-121.48,38.5,23.0,1.3679,70300.0,0,3,2,1,4
12629,-121.49,38.49,26.0,2.6613,77700.0,0,5,3,1,5
12630,-121.5,38.49,29.0,2.7368,78200.0,0,5,3,0,5
12631,-121.5,38.49,32.0,3.3689,83400.0,0,5,3,1,5
12632,-121.48,38.49,26.0,1.5908,78600.0,0,3,3,1,4
12633,-121.49,38.49,26.0,2.735,74600.0,0,5,3,1,5
12634,-121.47,38.49,17.0,2.3233,78800.0,0,4,3,1,4
12635,-121.47,38.48,25.0,2.6382,76200.0,0,5,3,1,6
12636,-121.49,38.47,26.0,2.3496,68000.0,0,5,3,1,5
12637,-121.47,38.48,24.0,3.2702,67300.0,0,5,4,0,4
12638,-121.45,38.54,38.0,1.7891,60500.0,0,4,2,1,5
12639,-121.45,38.53,38.0,1.7714,69900.0,0,4,3,1,5
12640,-121.45,38.53,34.0,2.1679,75400.0,0,4,2,1,4
12641,-121.45,38.53,34.0,2.4741,87000.0,0,4,2,1,5
12642,-121.46,38.54,39.0,1.7692,63900.0,0,4,3,1,5
12643,-121.46,38.53,37.0,1.8007,65400.0,0,4,2,1,4
12644,-121.46,38.54,36.0,1.5292,55700.0,0,4,3,1,4
12645,-121.47,38.52,26.0,1.2575,66800.0,0,3,3,1,3
12646,-121.46,38.51,18.0,1.5735,110000.0,0,3,2,1,3
12647,-121.45,38.5,25.0,2.7101,99500.0,0,4,2,1,4
12648,-121.47,38.5,17.0,1.7188,137500.0,0,4,1,1,4
12649,-121.47,38.51,52.0,3.625,80000.0,0,5,8,0,2
12650,-121.47,38.52,42.0,1.8205,60400.0,0,4,3,0,4
12651,-121.44,38.52,36.0,1.6521,69700.0,0,3,2,1,4
12652,-121.45,38.51,29.0,2.2245,75900.0,0,4,2,1,4
12653,-121.45,38.52,37.0,2.6288,71200.0,0,5,2,0,5
12654,-121.45,38.52,37.0,2.5592,70300.0,0,4,2,1,4
12655,-121.46,38.52,29.0,2.1736,72100.0,0,4,3,1,5
12656,-121.46,38.51,32.0,1.68,84100.0,0,4,2,1,4
12657,-121.46,38.52,34.0,2.71,65600.0,0,4,3,1,4
12658,-121.44,38.51,27.0,2.214,82400.0,0,4,3,1,4
12659,-121.44,38.5,27.0,4.088,96800.0,0,5,2,1,6
12660,-121.44,38.5,20.0,1.4007,97500.0,0,3,2,1,3
12661,-121.42,38.51,15.0,2.8139,90400.0,0,5,3,1,5
12662,-121.42,38.5,24.0,3.025,87900.0,0,5,3,1,5
12663,-121.46,38.49,15.0,2.575,107900.0,0,5,3,1,5
12664,-121.45,38.49,34.0,3.5323,109800.0,0,5,2,1,5
12665,-121.44,38.49,31.0,3.3878,109300.0,0,5,2,1,5
12666,-121.45,38.48,28.0,2.9571,103100.0,0,5,3,0,5
12667,-121.43,38.48,12.0,3.0625,90500.0,0,4,2,1,5
12668,-121.44,38.48,12.0,2.7262,109800.0,0,4,3,1,5
12669,-121.45,38.48,24.0,3.5402,98700.0,0,5,2,0,4
12670,-121.46,38.48,8.0,3.5227,93100.0,0,5,3,1,6
12671,-121.42,38.49,17.0,3.363,103000.0,0,5,3,1,5
12672,-121.42,38.48,13.0,1.9657,116000.0,0,3,2,1,4
12673,-121.4,38.49,12.0,3.5968,106300.0,0,5,3,1,5
12674,-121.38,38.49,11.0,2.9647,108900.0,0,5,2,0,5
12675,-121.39,38.51,19.0,2.0062,92000.0,0,4,2,1,5
12676,-121.42,38.56,21.0,1.3571,55000.0,0,2,3,1,2
12677,-121.39,38.56,19.0,4.3644,137400.0,0,5,2,1,5
12678,-121.38,38.55,23.0,4.3288,133700.0,0,6,3,0,6
12679,-121.38,38.55,26.0,4.6944,130900.0,0,5,2,0,5
12680,-121.39,38.55,25.0,3.5278,126200.0,0,5,2,1,5
12681,-121.39,38.55,18.0,1.9044,154300.0,0,3,1,1,3
12682,-121.4,38.55,26.0,5.0,142500.0,0,6,2,1,6
12683,-121.41,38.55,14.0,1.9167,156300.0,0,3,2,1,4
12684,-121.4,38.55,19.0,2.925,142400.0,0,5,1,1,5
12685,-121.4,38.53,38.0,0.9274,67500.0,0,5,1,0,4
12686,-121.48,38.59,43.0,0.9204,82100.0,0,4,5,1,4
12687,-121.5,38.59,43.0,1.725,67500.0,0,4,6,1,4
12688,-121.44,38.6,16.0,2.8231,137500.0,0,3,1,1,3
12689,-121.41,38.56,17.0,5.1385,179500.0,0,5,1,1,5
12690,-121.37,38.57,22.0,5.2449,387000.0,0,5,2,1,5
12691,-121.39,38.57,33.0,8.4016,338700.0,0,7,2,0,7
12692,-121.4,38.57,25.0,5.8416,297600.0,0,6,2,1,7
12693,-121.41,38.57,16.0,3.2443,190700.0,0,3,1,1,4
12694,-121.4,38.56,22.0,7.143,327800.0,0,7,2,0,7
12695,-121.42,38.6,23.0,1.7451,89600.0,0,3,2,1,3
12696,-121.42,38.6,35.0,2.2452,102800.0,0,6,3,1,6
12697,-121.42,38.6,36.0,3.8672,111400.0,0,6,2,0,5
12698,-121.43,38.61,33.0,2.1694,95700.0,0,3,2,1,4
12699,-121.44,38.61,34.0,2.6442,55000.0,0,4,2,0,3
12700,-121.41,38.61,36.0,3.4784,105500.0,0,5,2,0,4
12701,-121.41,38.6,16.0,2.0471,104200.0,0,3,1,1,4
12702,-121.41,38.59,18.0,2.6485,114500.0,0,3,2,1,4
12703,-121.41,38.59,17.0,2.5245,99100.0,0,3,1,1,4
12704,-121.41,38.58,18.0,3.089,141400.0,0,3,1,1,3
12705,-121.39,38.61,36.0,2.9559,136600.0,0,4,2,1,4
12706,-121.39,38.6,22.0,2.5238,118800.0,0,4,2,1,4
12707,-121.4,38.61,37.0,4.1488,136400.0,0,5,2,0,5
12708,-121.38,38.59,36.0,3.0156,103000.0,0,5,3,1,5
12709,-121.39,38.59,33.0,2.2264,108100.0,0,4,2,0,4
12710,-121.39,38.59,34.0,2.8,113600.0,0,4,2,0,4
12711,-121.4,38.59,25.0,2.5363,124600.0,0,4,2,1,4
12712,-121.4,38.59,18.0,2.0432,156800.0,0,4,1,1,4
12713,-121.38,38.59,36.0,3.2596,98700.0,0,5,2,1,5
12714,-121.39,38.58,36.0,2.8462,93400.0,0,5,2,1,5
12715,-121.39,38.58,41.0,6.3406,448300.0,0,7,2,1,7
12716,-121.37,38.6,35.0,3.788,136800.0,0,5,2,0,5
12717,-121.37,38.6,36.0,5.8336,283300.0,0,7,2,0,7
12718,-121.38,38.6,36.0,6.8469,446400.0,0,7,2,1,8
12719,-121.38,38.61,34.0,3.6053,148600.0,0,5,2,1,6
12720,-121.37,38.59,36.0,3.5179,207800.0,0,6,2,1,6
12721,-121.37,38.58,37.0,7.3343,280400.0,0,7,2,0,7
12722,-121.38,38.58,38.0,5.0497,191700.0,0,6,2,1,6
12723,-121.38,38.59,38.0,4.5313,189400.0,0,6,2,1,6
12724,-121.37,38.59,36.0,4.775,194100.0,0,6,2,1,6
12725,-121.35,38.61,27.0,2.7788,115700.0,0,5,2,1,5
12726,-121.35,38.6,27.0,5.0997,170100.0,0,7,2,1,7
12727,-121.36,38.6,35.0,4.4643,133000.0,0,5,2,0,5
12728,-121.36,38.6,36.0,3.875,133600.0,0,5,2,0,5
12729,-121.36,38.61,35.0,5.0492,144100.0,0,6,2,1,6
12730,-121.35,38.59,29.0,5.3243,265700.0,0,6,2,0,6
12731,-121.36,38.59,32.0,5.0508,225700.0,0,6,2,1,7
12732,-121.36,38.58,25.0,8.4699,344000.0,0,7,2,0,7
12733,-121.35,38.58,20.0,8.6572,320200.0,0,7,3,1,8
12734,-121.34,38.58,18.0,7.8031,267200.0,0,7,2,1,7
12735,-121.34,38.59,23.0,5.9174,225900.0,0,6,2,1,7
12736,-121.34,38.59,22.0,8.05,380000.0,0,6,2,1,7
12737,-121.36,38.64,24.0,5.5632,175200.0,0,6,2,0,6
12738,-121.36,38.63,28.0,4.875,146400.0,0,6,2,1,6
12739,-121.35,38.62,28.0,3.4299,164000.0,0,5,2,0,5
12740,-121.35,38.61,25.0,2.5511,134100.0,0,3,1,1,4
12741,-121.36,38.61,37.0,3.8882,159500.0,0,5,2,1,6
12742,-121.36,38.62,34.0,3.058,133000.0,0,4,2,1,5
12743,-121.36,38.63,30.0,4.7283,164500.0,0,7,2,1,7
12744,-121.37,38.64,36.0,4.6111,139300.0,0,6,2,0,5
12745,-121.38,38.64,19.0,2.1472,143400.0,0,4,2,1,4
12746,-121.37,38.63,32.0,2.6623,120700.0,0,4,2,1,5
12747,-121.37,38.63,37.0,4.8194,141100.0,0,5,2,0,4
12748,-121.37,38.63,30.0,4.6127,151800.0,0,5,2,0,5
12749,-121.37,38.62,27.0,1.6678,166100.0,0,4,1,1,4
12750,-121.38,38.62,34.0,2.2,116500.0,0,3,1,1,3
12751,-121.38,38.62,41.0,3.5625,115300.0,0,5,2,0,5
12752,-121.37,38.62,43.0,3.0139,115600.0,0,5,2,1,5
12753,-121.37,38.61,42.0,3.7569,127100.0,0,4,2,1,4
12754,-121.37,38.61,39.0,3.0833,114100.0,0,5,2,1,5
12755,-121.38,38.61,27.0,3.0086,126900.0,0,4,1,1,5
12756,-121.39,38.63,30.0,2.7813,118900.0,0,3,2,1,4
12757,-121.39,38.63,34.0,3.8068,150400.0,0,6,2,1,7
12758,-121.39,38.61,35.0,2.4632,156900.0,0,5,2,0,5
12759,-121.39,38.62,27.0,2.2844,170500.0,0,3,1,1,4
12760,-121.39,38.62,45.0,1.8176,160900.0,0,4,1,1,4
12761,-121.4,38.63,30.0,2.517,130400.0,0,4,1,1,4
12762,-121.4,38.63,31.0,1.8571,98700.0,0,3,2,1,3
12763,-121.4,38.62,28.0,2.2292,113200.0,0,4,2,1,4
12764,-121.4,38.61,33.0,1.9908,118800.0,0,4,1,1,4
12765,-121.41,38.62,21.0,2.5162,97500.0,0,4,2,1,4
12766,-121.42,38.62,33.0,2.0786,88600.0,0,3,2,1,4
12767,-121.42,38.61,34.0,2.1776,84400.0,0,4,2,1,4
12768,-121.43,38.61,40.0,1.3696,65200.0,0,4,2,1,4
12769,-121.42,38.62,41.0,2.0224,64900.0,0,3,2,1,4
12770,-121.42,38.63,42.0,2.6055,78000.0,0,5,2,0,5
12771,-121.43,38.63,43.0,1.6641,67000.0,0,4,2,1,4
12772,-121.42,38.63,42.0,1.9412,73100.0,0,4,2,1,4
12773,-121.43,38.62,36.0,2.0639,73000.0,0,4,2,1,4
12774,-121.44,38.61,41.0,1.8792,63300.0,0,4,2,0,4
12775,-121.41,38.64,41.0,2.3214,66800.0,0,4,2,0,4
12776,-121.41,38.64,38.0,1.9167,64400.0,0,4,2,1,4
12777,-121.42,38.64,42.0,1.8611,60500.0,0,4,2,1,4
12778,-121.42,38.64,44.0,1.6033,58500.0,0,4,2,1,4
12779,-121.42,38.65,21.0,2.098,49800.0,0,4,2,1,5
12780,-121.43,38.65,18.0,3.1696,77400.0,0,4,3,1,5
12781,-121.43,38.64,34.0,2.0417,65900.0,0,4,3,0,4
12782,-121.44,38.64,18.0,1.125,70500.0,0,3,2,1,5
12783,-121.44,38.64,25.0,1.0398,62100.0,0,4,3,1,5
12784,-121.44,38.65,28.0,3.8295,122200.0,0,5,2,1,5
12785,-121.44,38.63,38.0,1.3302,62200.0,0,4,2,1,4
12786,-121.44,38.63,33.0,1.3462,55900.0,0,3,3,1,4
12787,-121.44,38.63,38.0,1.6343,71000.0,0,3,2,0,3
12788,-121.44,38.62,37.0,1.9107,64700.0,0,4,2,1,4
12789,-121.44,38.62,37.0,1.4387,61000.0,0,4,2,1,5
12790,-121.45,38.65,5.0,2.6369,110000.0,0,5,3,1,5
12791,-121.46,38.65,8.0,3.2039,103400.0,0,4,2,1,5
12792,-121.46,38.65,14.0,3.8125,92600.0,0,5,3,1,5
12793,-121.45,38.64,23.0,1.867,60600.0,0,4,3,1,4
12794,-121.46,38.64,20.0,1.6607,67000.0,0,4,3,0,4
12795,-121.46,38.63,26.0,1.56,67600.0,0,4,3,1,5
12796,-121.45,38.63,28.0,1.4397,51700.0,0,4,3,1,4
12797,-121.45,38.62,37.0,2.5643,59800.0,0,4,3,0,4
12798,-121.45,38.62,38.0,1.4861,63100.0,0,3,3,1,4
12799,-121.45,38.61,32.0,1.0424,81400.0,0,3,2,0,3
12800,-121.46,38.61,43.0,2.4205,60900.0,0,3,2,1,4
12801,-121.46,38.62,35.0,1.9871,60900.0,0,4,3,1,5
12802,-121.44,38.61,33.0,1.0467,70100.0,0,3,2,1,3
12803,-121.45,38.6,44.0,4.6625,158900.0,0,5,2,1,6
12804,-121.45,38.61,46.0,1.0685,70000.0,0,3,2,1,3
12805,-121.46,38.61,43.0,1.2917,66300.0,0,4,2,0,3
12806,-121.46,38.6,29.0,1.9688,135600.0,0,3,1,1,4
12807,-121.45,38.61,34.0,0.9379,67500.0,0,3,2,1,4
12808,-121.47,38.63,29.0,2.1889,69300.0,0,4,2,1,4
12809,-121.47,38.61,31.0,1.6563,65800.0,0,2,2,1,3
12810,-121.47,38.61,35.0,1.6331,67500.0,0,3,2,1,4
12811,-121.52,38.65,17.0,3.9615,331300.0,0,5,2,1,5
12812,-121.53,38.61,5.0,3.6788,178800.0,0,4,1,1,5
12813,-121.49,38.63,6.0,3.7449,129300.0,0,4,2,1,5
12814,-121.5,38.62,8.0,3.7188,134500.0,0,4,2,1,5
12815,-121.5,38.61,5.0,2.6745,225000.0,0,3,1,1,4
12816,-121.5,38.63,6.0,3.1944,117000.0,0,4,1,0,4
12817,-121.49,38.62,8.0,3.9143,129700.0,0,5,2,1,5
12818,-121.49,38.61,6.0,3.4291,105300.0,0,4,2,1,4
12819,-121.48,38.62,23.0,3.8272,96600.0,0,6,3,1,6
12820,-121.48,38.61,18.0,2.3438,89400.0,0,4,3,1,4
12821,-121.51,38.69,28.0,2.1029,108600.0,0,5,2,0,5
12822,-121.59,38.69,32.0,8.0379,383300.0,0,6,2,0,5
12823,-121.42,38.72,10.0,3.0903,91900.0,0,5,3,1,5
12824,-121.44,38.73,25.0,4.7396,135500.0,0,5,3,0,5
12825,-121.47,38.72,26.0,4.0227,99800.0,0,5,3,1,5
12826,-121.44,38.71,25.0,3.5129,101200.0,0,5,2,0,5
12827,-121.42,38.7,10.0,4.0625,96200.0,0,5,3,1,5
12828,-121.45,38.7,24.0,3.9853,90400.0,0,5,3,1,6
12829,-121.46,38.7,32.0,3.8611,93900.0,0,5,3,0,5
12830,-121.43,38.69,28.0,2.5,96200.0,0,5,3,1,6
12831,-121.44,38.68,19.0,2.0625,94400.0,0,4,2,1,5
12832,-121.42,38.68,32.0,3.725,112200.0,0,6,3,1,6
12833,-121.41,38.69,28.0,3.6429,105200.0,0,5,2,1,5
12834,-121.44,38.69,24.0,3.1942,94900.0,0,5,2,1,5
12835,-121.45,38.69,32.0,2.2243,89200.0,0,5,2,1,5
12836,-121.46,38.68,35.0,2.8333,103000.0,0,5,2,1,5
12837,-121.47,38.68,19.0,5.0155,97300.0,0,5,2,1,5
12838,-121.46,38.69,11.0,3.3125,96800.0,0,5,3,1,5
12839,-121.47,38.7,31.0,3.625,91300.0,0,5,3,0,5
12840,-121.43,38.66,35.0,2.7179,81100.0,0,4,2,0,4
12841,-121.46,38.66,3.0,3.9914,120500.0,0,5,2,1,6
12842,-121.4,38.66,50.0,2.5062,112500.0,0,5,7,1,5
12843,-121.37,38.69,29.0,3.0833,87000.0,0,5,2,0,5
12844,-121.37,38.68,34.0,3.3074,84200.0,0,5,3,0,5
12845,-121.38,38.68,35.0,4.0673,84200.0,0,5,2,0,5
12846,-121.37,38.68,36.0,3.1786,83400.0,0,5,3,0,5
12847,-121.37,38.69,35.0,3.2361,84000.0,0,5,3,1,6
12848,-121.38,38.69,35.0,2.6713,84400.0,0,5,2,1,5
12849,-121.39,38.69,38.0,4.0909,108300.0,0,6,3,0,5
12850,-121.37,38.69,35.0,2.7009,80200.0,0,5,3,1,5
12851,-121.37,38.68,29.0,3.5429,88200.0,0,5,3,1,6
12852,-121.37,38.68,35.0,2.5542,72900.0,0,5,3,0,5
12853,-121.38,38.68,35.0,2.4844,77000.0,0,5,3,1,5
12854,-121.38,38.68,40.0,1.7596,93800.0,0,3,1,0,2
12855,-121.37,38.67,36.0,2.2723,78800.0,0,5,2,0,5
12856,-121.37,38.67,36.0,2.555,72700.0,0,5,3,1,5
12857,-121.38,38.67,37.0,2.3958,78400.0,0,4,2,1,6
12858,-121.38,38.67,38.0,2.2788,73400.0,0,4,2,1,4
12859,-121.39,38.67,35.0,0.9338,112500.0,0,3,2,1,5
12860,-121.37,38.7,18.0,3.6484,95000.0,0,6,3,1,6
12861,-121.38,38.7,25.0,2.2402,89500.0,0,5,2,0,5
12862,-121.39,38.69,30.0,3.865,88400.0,0,5,3,1,6
12863,-121.37,38.7,26.0,3.4911,88200.0,0,5,3,1,5
12864,-121.34,38.69,16.0,3.7857,112700.0,0,5,2,0,5
12865,-121.34,38.69,17.0,3.7031,114300.0,0,5,3,1,5
12866,-121.35,38.68,20.0,4.3118,120000.0,0,5,2,0,5
12867,-121.35,38.68,18.0,3.5403,98600.0,0,5,2,1,5
12868,-121.35,38.72,2.0,4.5432,151300.0,0,6,3,1,7
12869,-121.38,38.71,7.0,3.9318,133000.0,0,5,3,1,5
12870,-121.4,38.71,15.0,3.8355,107000.0,0,6,3,1,6
12871,-121.36,38.69,13.0,3.6989,93300.0,0,4,2,0,4
12872,-121.35,38.7,5.0,3.5802,129600.0,0,4,2,1,5
12873,-121.36,38.67,17.0,2.3683,82500.0,0,4,2,1,4
12874,-121.36,38.67,5.0,2.2339,116600.0,0,3,2,1,4
12875,-121.37,38.66,9.0,2.3844,86000.0,0,4,2,1,4
12876,-121.36,38.66,22.0,2.7955,96500.0,0,4,2,1,5
12877,-121.37,38.66,17.0,2.4574,103300.0,0,4,2,1,4
12878,-121.38,38.66,17.0,1.8972,100500.0,0,4,2,1,4
12879,-121.38,38.65,34.0,3.1858,109500.0,0,4,2,1,6
12880,-121.39,38.64,33.0,3.6937,99300.0,0,5,2,1,6
12881,-121.34,38.68,28.0,4.2743,124000.0,0,6,2,0,6
12882,-121.34,38.67,34.0,4.0352,118500.0,0,5,2,0,5
12883,-121.34,38.67,35.0,3.0417,120700.0,0,5,2,0,4
12884,-121.34,38.66,16.0,1.9805,92900.0,0,3,2,1,3
12885,-121.35,38.66,8.0,2.7011,130700.0,0,4,2,1,4
12886,-121.34,38.66,17.0,2.8092,137500.0,0,4,2,1,4
12887,-121.34,38.66,18.0,2.119,133100.0,0,4,2,1,4
12888,-121.35,38.66,24.0,2.5556,105700.0,0,4,2,1,4
12889,-121.36,38.66,14.0,3.6953,116100.0,0,5,2,0,4
12890,-121.37,38.64,27.0,3.6786,159700.0,0,5,2,1,5
12891,-121.35,38.65,20.0,3.2243,107900.0,0,4,2,1,4
12892,-121.33,38.66,15.0,2.7797,105500.0,0,4,2,1,5
12893,-121.33,38.65,23.0,2.6266,198500.0,0,4,2,1,4
12894,-121.34,38.65,27.0,4.6,199000.0,0,6,2,0,6
12895,-121.33,38.65,24.0,2.8106,183200.0,0,4,2,1,4
12896,-121.34,38.64,12.0,3.8068,161000.0,0,4,2,1,4
12897,-121.33,38.64,27.0,2.4342,119500.0,0,4,2,1,4
12898,-121.34,38.64,17.0,3.7562,139700.0,0,5,2,1,5
12899,-121.34,38.63,13.0,4.0036,161700.0,0,5,2,1,5
12900,-121.33,38.63,23.0,2.7181,156800.0,0,4,2,1,4
12901,-121.33,38.62,19.0,2.2574,135800.0,0,4,1,1,4
12902,-121.34,38.62,20.0,2.4537,153000.0,0,4,2,1,5
12903,-121.34,38.61,22.0,2.6023,142200.0,0,4,2,1,4
12904,-121.34,38.61,11.0,2.0926,166100.0,0,4,1,0,4
12905,-121.33,38.61,21.0,2.7079,148000.0,0,4,2,1,4
12906,-121.34,38.61,20.0,3.9063,162100.0,0,5,2,1,5
12907,-121.33,38.6,25.0,6.2817,288200.0,0,7,2,0,6
12908,-121.29,38.63,24.0,3.3182,213000.0,0,5,2,1,5
12909,-121.3,38.63,31.0,3.0972,150000.0,0,4,2,1,5
12910,-121.32,38.63,20.0,3.0348,150500.0,0,4,2,1,5
12911,-121.31,38.62,31.0,6.244,240000.0,0,7,2,0,6
12912,-121.32,38.62,29.0,3.0864,177900.0,0,5,2,1,6
12913,-121.32,38.62,33.0,2.6897,148300.0,0,4,2,0,4
12914,-121.32,38.61,22.0,2.774,190200.0,0,4,2,1,5
12915,-121.31,38.61,17.0,6.6238,326700.0,0,6,1,0,6
12916,-121.3,38.64,20.0,4.0833,160000.0,0,6,2,1,6
12917,-121.31,38.64,19.0,4.6302,195400.0,0,6,2,1,6
12918,-121.32,38.64,19.0,3.6523,158500.0,0,5,2,1,5
12919,-121.31,38.66,27.0,5.2081,136400.0,0,6,2,0,5
12920,-121.31,38.66,26.0,4.7381,140500.0,0,6,2,0,6
12921,-121.32,38.66,26.0,5.078,163400.0,0,5,2,0,5
12922,-121.32,38.66,21.0,3.95,143600.0,0,6,2,1,6
12923,-121.32,38.65,23.0,3.0952,157700.0,0,5,2,1,5
12924,-121.31,38.65,21.0,5.5,165700.0,0,6,2,1,7
12925,-121.3,38.66,21.0,3.712,139000.0,0,6,3,1,6
12926,-121.3,38.66,28.0,4.2188,139200.0,0,6,2,0,6
12927,-121.3,38.65,26.0,4.5278,144300.0,0,7,2,1,7
12928,-121.3,38.65,36.0,3.5852,121600.0,0,5,2,0,5
12929,-121.21,38.66,15.0,5.4889,232300.0,0,6,2,1,7
12930,-121.21,38.65,14.0,5.6529,196000.0,0,6,2,1,6
12931,-121.24,38.64,13.0,5.259,249400.0,0,6,2,1,6
12932,-121.23,38.65,19.0,4.6437,212900.0,0,6,2,0,6
12933,-121.23,38.66,19.0,4.8088,169500.0,0,5,2,1,6
12934,-121.24,38.66,14.0,6.2082,250300.0,0,7,3,1,7
12935,-121.28,38.66,17.0,3.7869,216100.0,0,5,2,1,5
12936,-121.25,38.66,26.0,5.02,169600.0,0,6,2,1,6
12937,-121.26,38.66,19.0,6.1183,221600.0,0,7,2,0,7
12938,-121.27,38.66,19.0,6.1872,188700.0,0,7,2,1,7
12939,-121.27,38.66,15.0,4.1382,189800.0,0,5,2,1,5
12940,-121.25,38.64,21.0,5.6864,258700.0,0,7,2,1,7
12941,-121.26,38.65,17.0,4.6484,270600.0,0,6,2,1,6
12942,-121.27,38.65,25.0,2.9016,159800.0,0,4,2,1,5
12943,-121.27,38.64,22.0,4.3098,213500.0,0,5,2,1,5
12944,-121.26,38.64,40.0,4.8375,217400.0,0,6,2,1,6
12945,-121.27,38.65,33.0,5.2949,173300.0,0,6,3,1,7
12946,-121.29,38.65,27.0,3.8816,147300.0,0,5,2,1,6
12947,-121.28,38.64,24.0,4.8661,186200.0,0,6,2,1,6
12948,-121.28,38.63,36.0,10.2264,350000.0,0,7,2,1,8
12949,-121.28,38.64,19.0,3.6298,242100.0,0,5,2,1,5
12950,-121.28,38.71,8.0,2.8973,117100.0,0,4,2,1,4
12951,-121.28,38.7,14.0,3.0212,112900.0,0,4,2,1,5
12952,-121.28,38.71,35.0,3.575,113500.0,0,5,2,1,5
12953,-121.28,38.7,15.0,3.7813,143200.0,0,5,2,1,5
12954,-121.28,38.68,14.0,2.6016,121200.0,0,4,2,1,4
12955,-121.3,38.7,18.0,3.235,124700.0,0,5,2,1,5
12956,-121.3,38.69,21.0,4.0739,115400.0,0,5,3,1,5
12957,-121.32,38.69,11.0,3.8776,124500.0,0,5,2,1,6
12958,-121.33,38.68,13.0,1.9093,142900.0,0,4,1,1,4
12959,-121.3,38.71,17.0,2.8226,99900.0,0,4,2,1,5
12960,-121.29,38.71,32.0,3.5769,103800.0,0,5,2,1,5
12961,-121.3,38.72,15.0,2.2813,131900.0,0,5,2,0,4
12962,-121.31,38.72,11.0,3.9506,122200.0,0,5,3,1,5
12963,-121.32,38.71,14.0,4.5245,127500.0,0,5,3,0,5
12964,-121.31,38.71,18.0,4.3836,102000.0,0,5,3,1,6
12965,-121.32,38.7,17.0,4.3643,124900.0,0,5,3,0,5
12966,-121.32,38.7,16.0,3.2444,118400.0,0,5,2,1,6
12967,-121.32,38.7,16.0,3.0703,126000.0,0,5,2,1,5
12968,-121.33,38.7,15.0,2.7868,117800.0,0,5,2,1,5
12969,-121.33,38.69,15.0,4.6923,122700.0,0,6,3,0,5
12970,-121.32,38.68,25.0,3.5893,146400.0,0,6,2,0,5
12971,-121.32,38.67,10.0,2.8426,130600.0,0,4,2,1,4
12972,-121.32,38.67,21.0,3.1382,91600.0,0,4,2,1,4
12973,-121.31,38.67,26.0,4.1563,135700.0,0,6,3,0,5
12974,-121.33,38.67,17.0,1.962,130200.0,0,3,2,1,4
12975,-121.33,38.66,17.0,2.5909,125400.0,0,4,2,1,4
12976,-121.31,38.67,27.0,4.8224,115500.0,0,5,2,1,5
12977,-121.32,38.67,31.0,4.0417,114500.0,0,5,2,1,5
12978,-121.29,38.68,12.0,3.5444,132500.0,0,4,1,1,4
12979,-121.3,38.69,13.0,3.6995,134900.0,0,4,1,0,4
12980,-121.31,38.68,16.0,2.1009,82500.0,0,4,1,1,4
12981,-121.31,38.68,22.0,3.8603,134300.0,0,5,2,0,5
12982,-121.3,38.67,15.0,3.0733,119800.0,0,4,2,1,4
12983,-121.3,38.68,19.0,5.2817,140600.0,0,6,2,0,5
12984,-121.3,38.67,20.0,4.8523,143000.0,0,5,3,0,5
12985,-121.3,38.66,32.0,3.3188,117100.0,0,5,2,1,6
12986,-121.3,38.67,23.0,4.2037,125400.0,0,6,2,0,6
